Frame Number,Timestamp
1361,1652802225.735657
1362,1652802225.836535
1363,1652802225.937392
1364,1652802226.038267
1365,1652802226.139149
1366,1652802226.240011
1367,1652802226.340827
1368,1652802226.441624
1369,1652802226.542615
1370,1652802226.643312
1371,1652802226.744347
1372,1652802226.845207
1373,1652802226.946067
1374,1652802227.046948
1375,1652802227.147805
1376,1652802227.248671
1377,1652802227.349565
1378,1652802227.450235
1379,1652802227.551133
1380,1652802227.652147
1381,1652802227.753004
1382,1652802227.853694
1383,1652802227.954747
1384,1652802228.055615
1385,1652802228.156482
1386,1652802228.25734
1387,1652802228.358212
1388,1652802228.459085
1389,1652802228.559764
1390,1652802228.660804
1391,1652802228.761476
1392,1652802228.862356
1393,1652802228.963356
1394,1652802229.064272
1395,1652802229.165147
1396,1652802229.266039
1397,1652802229.36688
1398,1652802229.467751
1399,1652802229.568607
1400,1652802229.669482
1401,1652802229.770349
1402,1652802229.871218
1403,1652802229.972071
1404,1652802230.072893
1405,1652802230.173655
1406,1652802230.274675
1407,1652802230.375512
1408,1652802230.476232
1409,1652802230.577279
1410,1652802230.67798
1411,1652802230.778982
1412,1652802230.879798
1413,1652802230.980741
1414,1652802231.081369
1415,1652802231.182484
1416,1652802231.283352
1417,1652802231.384149
1418,1652802231.485112
1419,1652802231.586009
1420,1652802231.686819
1421,1652802231.787686
1422,1652802231.88854
1423,1652802231.989409
1424,1652802232.09022
1425,1652802232.191107
1426,1652802232.29202
1427,1652802232.392777
1428,1652802232.493641
1429,1652802232.594427
1430,1652802232.69549
1431,1652802232.796356
1432,1652802232.897175
1433,1652802232.998087
1434,1652802233.098953
1435,1652802233.199809
1436,1652802233.300675
1437,1652802233.40136
1438,1652802233.502412
1439,1652802233.603263
1440,1652802233.704148
1441,1652802233.805013
1442,1652802233.905714
1443,1652802234.006755
1444,1652802234.107612
1445,1652802234.208476
1446,1652802234.309153
1447,1652802234.410221
1448,1652802234.510904
1449,1652802234.611709
1450,1652802234.712654
1451,1652802234.81364
1452,1652802234.914556
1453,1652802235.015412
1454,1652802235.116289
1455,1652802235.217148
1456,1652802235.317859
1457,1652802235.418888
1458,1652802235.519756
1459,1652802235.620615
1460,1652802235.721472
1461,1652802235.822155
1462,1652802235.923222
1463,1652802236.024091
1464,1652802236.124947
1465,1652802236.22564
1466,1652802236.326694
1467,1652802236.427372
1468,1652802236.528414
1469,1652802236.629287
1470,1652802236.730135
1471,1652802236.831026
1472,1652802236.931893
1473,1652802237.032746
1474,1652802237.133619
1475,1652802237.234479
1476,1652802237.335351
1477,1652802237.436224
1478,1652802237.537124
1479,1652802237.637995
1480,1652802237.738802
1481,1652802237.839692
1482,1652802237.940512
1483,1652802238.041419
1484,1652802238.142113
1485,1652802238.243159
1486,1652802238.343803
1487,1652802238.44488
1488,1652802238.545613
1489,1652802238.646617
1490,1652802238.747493
1491,1652802238.848358
1492,1652802238.94923
1493,1652802239.050095
1494,1652802239.15096
1495,1652802239.251867
1496,1652802239.352646
1497,1652802239.453582
1498,1652802239.554428
1499,1652802239.655311
1500,1652802239.756164
1501,1652802239.857016
1502,1652802239.957708
1503,1652802240.058715
1504,1652802240.159615
1505,1652802240.260302
1506,1652802240.361352
1507,1652802240.462257
1508,1652802240.563096
1509,1652802240.663963
1510,1652802240.76478
1511,1652802240.865627
1512,1652802240.966563
1513,1652802241.067435
1514,1652802241.16817
1515,1652802241.269151
1516,1652802241.37002
1517,1652802241.470874
1518,1652802241.571728
1519,1652802241.67262
1520,1652802241.773515
1521,1652802241.874367
1522,1652802241.975044
1523,1652802242.075891
1524,1652802242.176792
1525,1652802242.277639
1526,1652802242.378508
1527,1652802242.479564
1528,1652802242.580433
1529,1652802242.681115
1530,1652802242.782136
1531,1652802242.883033
1532,1652802242.983887
1533,1652802243.084757
1534,1652802243.185632
1535,1652802243.286318
1536,1652802243.387354
1537,1652802243.488232
1538,1652802243.589091
1539,1652802243.689926
1540,1652802243.790835
1541,1652802243.891689
1542,1652802243.99239
1543,1652802244.093326
1544,1652802244.194303
1545,1652802244.29498
1546,1652802244.395999
1547,1652802244.496891
1548,1652802244.597639
1549,1652802244.698621
1550,1652802244.7995
1551,1652802244.900358
1552,1652802245.001224
1553,1652802245.102125
1554,1652802245.20297
1555,1652802245.303845
1556,1652802245.404692
1557,1652802245.505569
1558,1652802245.606435
1559,1652802245.70711
1560,1652802245.808157
1561,1652802245.908897
1562,1652802246.009708
1563,1652802246.110813
1564,1652802246.21141
1565,1652802246.312338
1566,1652802246.413357
1567,1652802246.514258
1568,1652802246.61509
1569,1652802246.715778
1570,1652802246.816826
1571,1652802246.917541
1572,1652802247.018571
1573,1652802247.119252
1574,1652802247.220302
1575,1652802247.320998
1576,1652802247.42204
1577,1652802247.522826
1578,1652802247.62377
1579,1652802247.724516
1580,1652802247.825344
1581,1652802247.926239
1582,1652802248.027229
1583,1652802248.127881
1584,1652802248.22896
1585,1652802248.329852
1586,1652802248.43071
1587,1652802248.531542
1588,1652802248.632429
1589,1652802248.73326
1590,1652802248.83404
1591,1652802248.935055
1592,1652802249.035905
1593,1652802249.136773
1594,1652802249.237636
1595,1652802249.338508
1596,1652802249.439361
1597,1652802249.540228
1598,1652802249.641096
1599,1652802249.741821
1600,1652802249.842768
1601,1652802249.943711
1602,1652802250.044382
1603,1652802250.145394
1604,1652802250.246362
1605,1652802250.347173
1606,1652802250.448044
1607,1652802250.548886
1608,1652802250.649639
1609,1652802250.750604
1610,1652802250.851496
1611,1652802250.952378
1612,1652802251.053266
1613,1652802251.154108
1614,1652802251.254976
1615,1652802251.355657
1616,1652802251.456698
1617,1652802251.557388
1618,1652802251.658433
1619,1652802251.759298
1620,1652802251.860177
1621,1652802251.960866
1622,1652802252.061729
1623,1652802252.162606
1624,1652802252.263647
1625,1652802252.364463
1626,1652802252.465368
1627,1652802252.566248
1628,1652802252.667114
1629,1652802252.767978
1630,1652802252.868835
1631,1652802252.969521
1632,1652802253.070571
1633,1652802253.171447
1634,1652802253.272313
1635,1652802253.373189
1636,1652802253.473879
1637,1652802253.574915
1638,1652802253.675785
1639,1652802253.7766
1640,1652802253.877456
1641,1652802253.97838
1642,1652802254.079044
1643,1652802254.180121
1644,1652802254.28097
1645,1652802254.381615
1646,1652802254.482704
1647,1652802254.583568
1648,1652802254.684452
1649,1652802254.785303
1650,1652802254.886183
1651,1652802254.987048
1652,1652802255.087903
1653,1652802255.188737
1654,1652802255.289619
1655,1652802255.390506
1656,1652802255.491382
1657,1652802255.59225
1658,1652802255.693041
1659,1652802255.793797
1660,1652802255.894841
1661,1652802255.995492
1662,1652802256.096574
1663,1652802256.19745
1664,1652802256.298317
1665,1652802256.39924
1666,1652802256.500053
1667,1652802256.600689
1668,1652802256.70164
1669,1652802256.802656
1670,1652802256.903332
1671,1652802257.004373
1672,1652802257.105241
1673,1652802257.20612
1674,1652802257.306973
1675,1652802257.40784
1676,1652802257.508712
1677,1652802257.609603
1678,1652802257.710439
1679,1652802257.811323
1680,1652802257.911957
1681,1652802258.013033
1682,1652802258.113915
1683,1652802258.214787
1684,1652802258.31566
1685,1652802258.416509
1686,1652802258.517375
1687,1652802258.618022
1688,1652802258.71912
1689,1652802258.819977
1690,1652802258.920853
1691,1652802259.021642
1692,1652802259.12259
1693,1652802259.223317
1694,1652802259.324324
1695,1652802259.425179
1696,1652802259.526044
1697,1652802259.626924
1698,1652802259.727791
1699,1652802259.828425
1700,1652802259.929543
1701,1652802260.030396
1702,1652802260.131257
1703,1652802260.232113
1704,1652802260.332982
1705,1652802260.43387
1706,1652802260.534724
1707,1652802260.635612
1708,1652802260.736444
1709,1652802260.837315
1710,1652802260.938179
1711,1652802261.039047
1712,1652802261.139925
1713,1652802261.240781
1714,1652802261.341633
1715,1652802261.442529
1716,1652802261.543392
1717,1652802261.644251
1718,1652802261.744976
1719,1652802261.846043
1720,1652802261.946678
1721,1652802262.047732
1722,1652802262.148584
1723,1652802262.249477
1724,1652802262.350152
1725,1652802262.451183
1726,1652802262.552066
1727,1652802262.652916
1728,1652802262.753644
1729,1652802262.854662
1730,1652802262.955528
1731,1652802263.056395
1732,1652802263.157214
1733,1652802263.258113
1734,1652802263.358996
1735,1652802263.459865
1736,1652802263.560717
1737,1652802263.661544
1738,1652802263.762506
1739,1652802263.863139
1740,1652802263.964219
1741,1652802264.065058
1742,1652802264.165932
1743,1652802264.266749
1744,1652802264.367665
1745,1652802264.468522
1746,1652802264.569351
1747,1652802264.670263
1748,1652802264.77112
1749,1652802264.871991
1750,1652802264.972854
1751,1652802265.073585
1752,1652802265.174587
1753,1652802265.275454
1754,1652802265.376321
1755,1652802265.477153
1756,1652802265.578058
1757,1652802265.678933
1758,1652802265.779622
1759,1652802265.880655
1760,1652802265.981515
1761,1652802266.082402
1762,1652802266.183271
1763,1652802266.284114
1764,1652802266.38493
1765,1652802266.485691
1766,1652802266.586735
1767,1652802266.687355
1768,1652802266.788451
1769,1652802266.889328
1770,1652802266.990205
1771,1652802267.091067
1772,1652802267.191939
1773,1652802267.292791
1774,1652802267.393615
1775,1652802267.4945
1776,1652802267.595406
1777,1652802267.696071
1778,1652802267.797125
1779,1652802267.898036
1780,1652802267.998863
1781,1652802268.099744
1782,1652802268.200558
1783,1652802268.301491
1784,1652802268.402201
1785,1652802268.503197
1786,1652802268.60392
1787,1652802268.70493
1788,1652802268.80562
1789,1652802268.906658
1790,1652802269.00754
1791,1652802269.10841
1792,1652802269.209263
1793,1652802269.310145
1794,1652802269.411008
1795,1652802269.511899
1796,1652802269.612592
1797,1652802269.713602
1798,1652802269.814477
1799,1652802269.915329
1800,1652802270.016198
1801,1652802270.116896
1802,1652802270.217993
1803,1652802270.318796
1804,1652802270.419665
1805,1652802270.520495
1806,1652802270.62136
1807,1652802270.722276
1808,1652802270.823219
1809,1652802270.924011
1810,1652802271.024829
1811,1652802271.12563
1812,1652802271.226611
1813,1652802271.327468
1814,1652802271.428348
1815,1652802271.529062
1816,1652802271.630054
1817,1652802271.730756
1818,1652802271.831623
1819,1652802271.932669
1820,1652802272.033563
1821,1652802272.134201
1822,1652802272.235282
1823,1652802272.336144
1824,1652802272.436964
1825,1652802272.537711
1826,1652802272.638746
1827,1652802272.739602
1828,1652802272.84047
1829,1652802272.941346
1830,1652802273.042203
1831,1652802273.143078
1832,1652802273.243941
1833,1652802273.344804
1834,1652802273.445649
1835,1652802273.546367
1836,1652802273.647505
1837,1652802273.74827
1838,1652802273.849128
1839,1652802273.94983
1840,1652802274.050721
1841,1652802274.151749
1842,1652802274.252606
1843,1652802274.353478
1844,1652802274.45435
1845,1652802274.555211
1846,1652802274.656072
1847,1652802274.756939
1848,1652802274.857875
1849,1652802274.958684
1850,1652802275.05954
1851,1652802275.160402
1852,1652802275.261312
1853,1652802275.362105
1854,1652802275.463059
1855,1652802275.56372
1856,1652802275.664802
1857,1652802275.765607
1858,1652802275.866381
1859,1652802275.967329
1860,1652802276.068208
1861,1652802276.169076
1862,1652802276.269761
1863,1652802276.370826
1864,1652802276.471502
1865,1652802276.57254
1866,1652802276.673228
1867,1652802276.774277
1868,1652802276.87497
1869,1652802276.975847
1870,1652802277.076857
1871,1652802277.177564
1872,1652802277.27843
1873,1652802277.379479
1874,1652802277.480149
1875,1652802277.581029
1876,1652802277.681897
