Frame Number,Timestamp
112,1652802099.753303
113,1652802099.854197
114,1652802099.955065
115,1652802100.05592
116,1652802100.156638
117,1652802100.257636
118,1652802100.35852
119,1652802100.459346
120,1652802100.560248
121,1652802100.660936
122,1652802100.762037
123,1652802100.862674
124,1652802100.963599
125,1652802101.064567
126,1652802101.165237
127,1652802101.266326
128,1652802101.367239
129,1652802101.468062
130,1652802101.568739
131,1652802101.669631
132,1652802101.770659
133,1652802101.871517
134,1652802101.97239
135,1652802102.073017
136,1652802102.174127
137,1652802102.274989
138,1652802102.375856
139,1652802102.476688
140,1652802102.57755
141,1652802102.678447
142,1652802102.779326
143,1652802102.880161
144,1652802102.980885
145,1652802103.081675
146,1652802103.182788
147,1652802103.283607
148,1652802103.384508
149,1652802103.485333
150,1652802103.586253
151,1652802103.686945
152,1652802103.787988
153,1652802103.888839
154,1652802103.989619
155,1652802104.09038
156,1652802104.19144
157,1652802104.292315
158,1652802104.393172
159,1652802104.494041
160,1652802104.594919
161,1652802104.69577
162,1652802104.796434
163,1652802104.897546
164,1652802104.998209
165,1652802105.09925
166,1652802105.199943
167,1652802105.300969
168,1652802105.401638
169,1652802105.502701
170,1652802105.603344
171,1652802105.70444
172,1652802105.805299
173,1652802105.906174
174,1652802106.007054
175,1652802106.107886
176,1652802106.208731
177,1652802106.309628
178,1652802106.410331
179,1652802106.511203
180,1652802106.61228
181,1652802106.713099
182,1652802106.813961
183,1652802106.914652
184,1652802107.01571
185,1652802107.116635
186,1652802107.217444
187,1652802107.318308
188,1652802107.419176
189,1652802107.520042
190,1652802107.620858
191,1652802107.721639
192,1652802107.822637
193,1652802107.923373
194,1652802108.024365
195,1652802108.125228
196,1652802108.226085
197,1652802108.326958
198,1652802108.427839
199,1652802108.528693
200,1652802108.629588
201,1652802108.730427
202,1652802108.831162
203,1652802108.93217
204,1652802109.03287
205,1652802109.133893
206,1652802109.234771
207,1652802109.335635
208,1652802109.436474
209,1652802109.537356
210,1652802109.638235
211,1652802109.739163
212,1652802109.839991
213,1652802109.940663
214,1652802110.041638
215,1652802110.142568
216,1652802110.24343
217,1652802110.344251
218,1652802110.445117
219,1652802110.545984
220,1652802110.646888
221,1652802110.747703
222,1652802110.848621
223,1652802110.949312
224,1652802111.050187
225,1652802111.151235
226,1652802111.252086
227,1652802111.352946
228,1652802111.453851
229,1652802111.554697
230,1652802111.655563
231,1652802111.756243
232,1652802111.857273
233,1652802111.958152
234,1652802112.059027
235,1652802112.159898
236,1652802112.26075
237,1652802112.361634
238,1652802112.462482
239,1652802112.563351
240,1652802112.664229
241,1652802112.765081
242,1652802112.865759
243,1652802112.966798
244,1652802113.067757
245,1652802113.168589
246,1652802113.269448
247,1652802113.370282
248,1652802113.471157
249,1652802113.572029
250,1652802113.672765
251,1652802113.773641
252,1652802113.874625
253,1652802113.975491
254,1652802114.076163
255,1652802114.177031
256,1652802114.277857
257,1652802114.378724
258,1652802114.479591
259,1652802114.580471
260,1652802114.681515
261,1652802114.782232
262,1652802114.883239
263,1652802114.983966
264,1652802115.085013
265,1652802115.18569
266,1652802115.286756
267,1652802115.387606
268,1652802115.488427
269,1652802115.589307
270,1652802115.690212
271,1652802115.791088
272,1652802115.891951
273,1652802115.992805
274,1652802116.093639
275,1652802116.194553
276,1652802116.295406
277,1652802116.396095
278,1652802116.497138
279,1652802116.598016
280,1652802116.698712
281,1652802116.799752
282,1652802116.900405
283,1652802117.001444
284,1652802117.102349
285,1652802117.20322
286,1652802117.304084
287,1652802117.404943
288,1652802117.505624
289,1652802117.60668
290,1652802117.707535
291,1652802117.808404
292,1652802117.90927
293,1652802118.010136
294,1652802118.111012
295,1652802118.211883
296,1652802118.312734
297,1652802118.413596
298,1652802118.514464
299,1652802118.615253
300,1652802118.716211
301,1652802118.816866
302,1652802118.917789
303,1652802119.018812
304,1652802119.119665
305,1652802119.220352
306,1652802119.321363
307,1652802119.422265
308,1652802119.523147
309,1652802119.624008
310,1652802119.724864
311,1652802119.82562
312,1652802119.926609
313,1652802120.027498
314,1652802120.12833
315,1652802120.229199
316,1652802120.330063
317,1652802120.430928
318,1652802120.5318
319,1652802120.63264
320,1652802120.733349
321,1652802120.83417
322,1652802120.935264
323,1652802121.036142
324,1652802121.136996
325,1652802121.237675
326,1652802121.338731
327,1652802121.439608
328,1652802121.540466
329,1652802121.641329
330,1652802121.742205
331,1652802121.843071
332,1652802121.943941
333,1652802122.044755
334,1652802122.145634
335,1652802122.246537
336,1652802122.347404
337,1652802122.448269
338,1652802122.549122
339,1652802122.649772
340,1652802122.75086
341,1652802122.85173
342,1652802122.952615
343,1652802123.053466
344,1652802123.15424
345,1652802123.255189
346,1652802123.356115
347,1652802123.456886
348,1652802123.557617
349,1652802123.658669
350,1652802123.759521
351,1652802123.860354
352,1652802123.961218
353,1652802124.062121
354,1652802124.162989
355,1652802124.263861
356,1652802124.364771
357,1652802124.465632
358,1652802124.566272
359,1652802124.667336
360,1652802124.768018
361,1652802124.86894
362,1652802124.969958
363,1652802125.070611
364,1652802125.171483
365,1652802125.272521
366,1652802125.373387
367,1652802125.474343
368,1652802125.575119
369,1652802125.675811
370,1652802125.776857
371,1652802125.877544
372,1652802125.978595
373,1652802126.079275
374,1652802126.180328
375,1652802126.281025
376,1652802126.382046
377,1652802126.482773
378,1652802126.583798
379,1652802126.684421
380,1652802126.785551
381,1652802126.8863
382,1652802126.98709
383,1652802127.088029
384,1652802127.188875
385,1652802127.289656
386,1652802127.390726
387,1652802127.491529
388,1652802127.592448
389,1652802127.693249
390,1652802127.794179
391,1652802127.895115
392,1652802127.995919
393,1652802128.096754
394,1652802128.197618
395,1652802128.298521
396,1652802128.399324
397,1652802128.500213
398,1652802128.600875
399,1652802128.702035
400,1652802128.802867
401,1652802128.903711
402,1652802129.004414
403,1652802129.10548
404,1652802129.206106
405,1652802129.30719
406,1652802129.408057
407,1652802129.508914
408,1652802129.609646
409,1652802129.710659
410,1652802129.811518
411,1652802129.91234
412,1652802130.013246
413,1652802130.1141
414,1652802130.214935
415,1652802130.315898
416,1652802130.416707
417,1652802130.517418
418,1652802130.618439
419,1652802130.719324
420,1652802130.820187
421,1652802130.920967
422,1652802131.021728
423,1652802131.122793
424,1652802131.223652
425,1652802131.32447
426,1652802131.425376
427,1652802131.526254
428,1652802131.627117
429,1652802131.727995
430,1652802131.828823
431,1652802131.92965
432,1652802132.030433
433,1652802132.131438
434,1652802132.232317
435,1652802132.333171
436,1652802132.433858
437,1652802132.534928
438,1652802132.635631
439,1652802132.736628
440,1652802132.837497
441,1652802132.938373
442,1652802133.039248
443,1652802133.140119
444,1652802133.240971
445,1652802133.341644
446,1652802133.442715
447,1652802133.543545
448,1652802133.644438
449,1652802133.745351
450,1652802133.84618
451,1652802133.947051
452,1652802134.047912
453,1652802134.148773
454,1652802134.249617
455,1652802134.350338
456,1652802134.451379
457,1652802134.552072
458,1652802134.653101
459,1652802134.753977
460,1652802134.854845
461,1652802134.955706
462,1652802135.056568
463,1652802135.157469
464,1652802135.258295
465,1652802135.359177
466,1652802135.4598
467,1652802135.560901
468,1652802135.661639
469,1652802135.762638
470,1652802135.863512
471,1652802135.964382
472,1652802136.065128
473,1652802136.166097
474,1652802136.26688
475,1652802136.367713
476,1652802136.468535
477,1652802136.569573
478,1652802136.670444
479,1652802136.771312
480,1652802136.872248
481,1652802136.973077
482,1652802137.073719
483,1652802137.174762
484,1652802137.275617
485,1652802137.376495
486,1652802137.477362
487,1652802137.578239
488,1652802137.678921
489,1652802137.779975
490,1652802137.880676
491,1652802137.981639
492,1652802138.082565
493,1652802138.183446
494,1652802138.284332
495,1652802138.384985
496,1652802138.486038
497,1652802138.586897
498,1652802138.687772
499,1652802138.788447
500,1652802138.889343
501,1652802138.99036
502,1652802139.091236
503,1652802139.192103
504,1652802139.292922
505,1652802139.393646
506,1652802139.494707
507,1652802139.595443
508,1652802139.696427
509,1652802139.797293
510,1652802139.898159
511,1652802139.999026
512,1652802140.099902
513,1652802140.200762
514,1652802140.301405
515,1652802140.402548
516,1652802140.503187
517,1652802140.603998
518,1652802140.704935
519,1652802140.805969
520,1652802140.906836
521,1652802141.007712
522,1652802141.10856
523,1652802141.209386
524,1652802141.310288
525,1652802141.411154
526,1652802141.511991
527,1652802141.612894
528,1652802141.713649
529,1652802141.814636
530,1652802141.915501
531,1652802142.016357
532,1652802142.117189
533,1652802142.21787
534,1652802142.318882
535,1652802142.419646
536,1652802142.520645
537,1652802142.621586
538,1652802142.722437
539,1652802142.823299
540,1652802142.924155
541,1652802143.025026
542,1652802143.125708
543,1652802143.226763
544,1652802143.327633
545,1652802143.428486
546,1652802143.529351
547,1652802143.630217
548,1652802143.731098
549,1652802143.831952
550,1652802143.932821
551,1652802144.033646
552,1652802144.134448
553,1652802144.235247
554,1652802144.336121
555,1652802144.437116
556,1652802144.537965
557,1652802144.638899
558,1652802144.739764
559,1652802144.840617
560,1652802144.941518
561,1652802145.042353
562,1652802145.143231
563,1652802145.244094
564,1652802145.34495
565,1652802145.445639
566,1652802145.546536
567,1652802145.647563
568,1652802145.748383
569,1652802145.849283
570,1652802145.950162
571,1652802146.050999
572,1652802146.151895
573,1652802146.252531
574,1652802146.353632
575,1652802146.454447
576,1652802146.55535
577,1652802146.656035
578,1652802146.757083
579,1652802146.858025
580,1652802146.958826
581,1652802147.059682
582,1652802147.16051
583,1652802147.261381
584,1652802147.362297
585,1652802147.46316
586,1652802147.564046
587,1652802147.664888
588,1652802147.765844
589,1652802147.866626
590,1652802147.967445
591,1652802148.068309
592,1652802148.168993
593,1652802148.270093
594,1652802148.371032
595,1652802148.471823
596,1652802148.572671
597,1652802148.673524
598,1652802148.774425
599,1652802148.875295
600,1652802148.976188
601,1652802149.077011
602,1652802149.177697
603,1652802149.278703
604,1652802149.37961
605,1652802149.480481
606,1652802149.581345
607,1652802149.68221
608,1652802149.783088
609,1652802149.883959
610,1652802149.984816
611,1652802150.085502
612,1652802150.186545
613,1652802150.287285
614,1652802150.388367
615,1652802150.489144
616,1652802150.590002
617,1652802150.690882
618,1652802150.791744
619,1652802150.892615
620,1652802150.993508
621,1652802151.094354
622,1652802151.19522
623,1652802151.296088
624,1652802151.396942
625,1652802151.497649
626,1652802151.598679
627,1652802151.699554
628,1652802151.800425
629,1652802151.901278
630,1652802152.001997
631,1652802152.103018
632,1652802152.20371
633,1652802152.304533
634,1652802152.405486
635,1652802152.506274
636,1652802152.607351
637,1652802152.708218
638,1652802152.809078
639,1652802152.909822
640,1652802153.010806
641,1652802153.111687
642,1652802153.212539
643,1652802153.313406
644,1652802153.414286
645,1652802153.515153
646,1652802153.616017
647,1652802153.716838
648,1652802153.817731
649,1652802153.918544
650,1652802154.019485
651,1652802154.120177
652,1652802154.22117
653,1652802154.322073
654,1652802154.422938
655,1652802154.52382
656,1652802154.624683
657,1652802154.725566
658,1652802154.826463
659,1652802154.927273
660,1652802155.028215
661,1652802155.128968
662,1652802155.229692
663,1652802155.330749
664,1652802155.431436
665,1652802155.532473
666,1652802155.633181
667,1652802155.734215
668,1652802155.834893
669,1652802155.935951
670,1652802156.036621
671,1652802156.13764
672,1652802156.23856
673,1652802156.339391
674,1652802156.440094
675,1652802156.541099
676,1652802156.642079
677,1652802156.74288
678,1652802156.843597
679,1652802156.944604
680,1652802157.045343
681,1652802157.14635
682,1652802157.247063
683,1652802157.348046
684,1652802157.448829
685,1652802157.549641
686,1652802157.650627
687,1652802157.751569
688,1652802157.852369
689,1652802157.953096
690,1652802158.054116
691,1652802158.155029
692,1652802158.255885
693,1652802158.356727
694,1652802158.457616
695,1652802158.558479
696,1652802158.659355
697,1652802158.760205
698,1652802158.861067
699,1652802158.961806
700,1652802159.062814
701,1652802159.163676
702,1652802159.264575
703,1652802159.365365
704,1652802159.466253
705,1652802159.567116
706,1652802159.668033
707,1652802159.768865
708,1652802159.869574
709,1652802159.970611
710,1652802160.071307
711,1652802160.172332
712,1652802160.273198
713,1652802160.374064
714,1652802160.474938
715,1652802160.575812
716,1652802160.676668
717,1652802160.77761
718,1652802160.878401
719,1652802160.979286
720,1652802161.080144
721,1652802161.181003
722,1652802161.281693
723,1652802161.382746
724,1652802161.483611
725,1652802161.58443
726,1652802161.685331
727,1652802161.786109
728,1652802161.886878
729,1652802161.987757
730,1652802162.088798
731,1652802162.189638
732,1652802162.29053
733,1652802162.391395
734,1652802162.492267
735,1652802162.593131
736,1652802162.693814
737,1652802162.794896
738,1652802162.895744
739,1652802162.996561
740,1652802163.09745
741,1652802163.198341
742,1652802163.299195
743,1652802163.400073
744,1652802163.500931
745,1652802163.601618
746,1652802163.702608
747,1652802163.803528
748,1652802163.904217
749,1652802164.005268
750,1652802164.10614
751,1652802164.207009
752,1652802164.307867
753,1652802164.408692
754,1652802164.509601
755,1652802164.61046
756,1652802164.711331
757,1652802164.812195
758,1652802164.913029
759,1652802165.013767
760,1652802165.114806
761,1652802165.215661
762,1652802165.316529
763,1652802165.417448
764,1652802165.518268
765,1652802165.619145
766,1652802165.719825
767,1652802165.820646
768,1652802165.92153
769,1652802166.022616
770,1652802166.123285
771,1652802166.22434
772,1652802166.325195
773,1652802166.426076
774,1652802166.526937
775,1652802166.627758
776,1652802166.728665
777,1652802166.829536
778,1652802166.930404
779,1652802167.031262
780,1652802167.132141
781,1652802167.232995
782,1652802167.333642
783,1652802167.434639
784,1652802167.535607
785,1652802167.636451
786,1652802167.737125
787,1652802167.838205
788,1652802167.938884
789,1652802168.039926
790,1652802168.140763
791,1652802168.241636
792,1652802168.342537
793,1652802168.443405
794,1652802168.54427
795,1652802168.645129
796,1652802168.746039
797,1652802168.846858
798,1652802168.94772
799,1652802169.048593
800,1652802169.149494
801,1652802169.250326
802,1652802169.351177
803,1652802169.452059
804,1652802169.552809
805,1652802169.653657
806,1652802169.754672
807,1652802169.855351
808,1652802169.956408
809,1652802170.057262
810,1652802170.158137
811,1652802170.258992
812,1652802170.35987
813,1652802170.460725
814,1652802170.561624
815,1652802170.66247
816,1652802170.763336
817,1652802170.864206
818,1652802170.965022
819,1652802171.065739
820,1652802171.166802
821,1652802171.267568
822,1652802171.368524
823,1652802171.46939
824,1652802171.570158
825,1652802171.671125
826,1652802171.771828
827,1652802171.872863
828,1652802171.973594
829,1652802172.074601
830,1652802172.175469
831,1652802172.276335
832,1652802172.377154
833,1652802172.477936
834,1652802172.578935
835,1652802172.679804
836,1652802172.780679
837,1652802172.88154
838,1652802172.982394
839,1652802173.083257
840,1652802173.184123
841,1652802173.284991
842,1652802173.385636
843,1652802173.486728
844,1652802173.587585
845,1652802173.688237
846,1652802173.789308
847,1652802173.890216
848,1652802173.991072
849,1652802174.091923
850,1652802174.19279
851,1652802174.293638
852,1652802174.394521
853,1652802174.495333
854,1652802174.596253
855,1652802174.696999
856,1652802174.798048
857,1652802174.898865
858,1652802174.999736
859,1652802175.100588
860,1652802175.201484
861,1652802175.302323
862,1652802175.403199
863,1652802175.504054
864,1652802175.604724
865,1652802175.70564
866,1652802175.806712
867,1652802175.907535
868,1652802176.008353
869,1652802176.109257
870,1652802176.210046
871,1652802176.311004
872,1652802176.411766
873,1652802176.512725
874,1652802176.613597
875,1652802176.714419
876,1652802176.815333
877,1652802176.916204
878,1652802177.017052
879,1652802177.117728
880,1652802177.218801
881,1652802177.319539
882,1652802177.420387
883,1652802177.521201
884,1652802177.622268
885,1652802177.722968
886,1652802177.823999
887,1652802177.924859
888,1652802178.025631
889,1652802178.126585
890,1652802178.227433
891,1652802178.32829
892,1652802178.429186
893,1652802178.530112
894,1652802178.630933
895,1652802178.731789
896,1652802178.832618
897,1652802178.933552
898,1652802179.0344
899,1652802179.135252
900,1652802179.236119
901,1652802179.33689
902,1652802179.43767
903,1652802179.538719
904,1652802179.639374
905,1652802179.740455
906,1652802179.841322
907,1652802179.942011
908,1652802180.043068
909,1652802180.14393
910,1652802180.244787
911,1652802180.345622
912,1652802180.446532
913,1652802180.547397
914,1652802180.648061
915,1652802180.74912
916,1652802180.850033
917,1652802180.950855
918,1652802181.051685
919,1652802181.152592
920,1652802181.253459
921,1652802181.354285
922,1652802181.455198
923,1652802181.555878
924,1652802181.656898
925,1652802181.757805
926,1652802181.858593
927,1652802181.959521
928,1652802182.060396
929,1652802182.161268
930,1652802182.262102
931,1652802182.36301
932,1652802182.463861
933,1652802182.564734
934,1652802182.665623
935,1652802182.766464
936,1652802182.86732
937,1652802182.968207
938,1652802183.068895
939,1652802183.169919
940,1652802183.270772
941,1652802183.371657
942,1652802183.472299
943,1652802183.573385
944,1652802183.674127
945,1652802183.775132
946,1652802183.875951
947,1652802183.976821
948,1652802184.077642
949,1652802184.1786
950,1652802184.279452
951,1652802184.380305
952,1652802184.481188
953,1652802184.582123
954,1652802184.682917
955,1652802184.783788
956,1652802184.884517
957,1652802184.985584
958,1652802185.086397
959,1652802185.187265
960,1652802185.288137
961,1652802185.388806
962,1652802185.489632
963,1652802185.590779
964,1652802185.691596
965,1652802185.792272
966,1652802185.89332
967,1652802185.994184
968,1652802186.095048
969,1652802186.195737
970,1652802186.296788
971,1652802186.397472
972,1652802186.49836
973,1652802186.599204
974,1652802186.700262
975,1652802186.800948
976,1652802186.902006
977,1652802187.00271
978,1652802187.103735
979,1652802187.204455
980,1652802187.305291
981,1652802187.406205
982,1652802187.507019
983,1652802187.607978
984,1652802187.708903
985,1652802187.809659
986,1652802187.910662
987,1652802188.011482
988,1652802188.112383
989,1652802188.213033
990,1652802188.31412
991,1652802188.41497
992,1652802188.515861
993,1652802188.616731
994,1652802188.717614
995,1652802188.818478
996,1652802188.91916
997,1652802189.020207
998,1652802189.121055
999,1652802189.221719
1000,1652802189.322796
1001,1652802189.423496
1002,1652802189.524519
1003,1652802189.625377
1004,1652802189.72625
1005,1652802189.827138
1006,1652802189.927904
1007,1652802190.028623
1008,1652802190.12962
1009,1652802190.230596
1010,1652802190.331464
1011,1652802190.43232
1012,1652802190.533191
1013,1652802190.634053
1014,1652802190.734923
1015,1652802190.835798
1016,1652802190.936714
1017,1652802191.037549
1018,1652802191.138349
1019,1652802191.239252
1020,1652802191.339942
1021,1652802191.440806
1022,1652802191.541856
1023,1652802191.642727
1024,1652802191.743599
1025,1652802191.844417
1026,1652802191.945319
1027,1652802192.046185
1028,1652802192.147063
1029,1652802192.24793
1030,1652802192.34857
1031,1652802192.449635
1032,1652802192.550522
1033,1652802192.651397
1034,1652802192.752249
1035,1652802192.852942
1036,1652802192.954033
1037,1652802193.054863
1038,1652802193.155719
1039,1652802193.25638
1040,1652802193.357463
1041,1652802193.45833
1042,1652802193.558982
1043,1652802193.660075
1044,1652802193.760921
1045,1652802193.861621
1046,1652802193.96265
1047,1652802194.063521
1048,1652802194.164388
1049,1652802194.265253
1050,1652802194.366119
1051,1652802194.466985
1052,1652802194.567851
1053,1652802194.668713
1054,1652802194.769564
1055,1652802194.870261
1056,1652802194.971138
1057,1652802195.071987
1058,1652802195.172885
1059,1652802195.273951
1060,1652802195.37466
1061,1652802195.475651
1062,1652802195.576524
1063,1652802195.677385
1064,1652802195.778261
1065,1652802195.879132
1066,1652802195.98
1067,1652802196.080852
1068,1652802196.181632
1069,1652802196.282597
1070,1652802196.383464
1071,1652802196.484311
1072,1652802196.585162
1073,1652802196.686021
1074,1652802196.786941
1075,1652802196.887784
1076,1652802196.988656
1077,1652802197.089386
1078,1652802197.190397
1079,1652802197.291047
1080,1652802197.39213
1081,1652802197.49299
1082,1652802197.593636
1083,1652802197.69473
1084,1652802197.795598
1085,1652802197.896452
1086,1652802197.997138
1087,1652802198.098201
1088,1652802198.199064
1089,1652802198.299917
1090,1652802198.400787
1091,1652802198.501636
1092,1652802198.602521
1093,1652802198.703398
1094,1652802198.804264
1095,1652802198.905122
1096,1652802199.005767
1097,1652802199.106854
1098,1652802199.207563
1099,1652802199.308585
1100,1652802199.409466
1101,1652802199.510331
1102,1652802199.611188
1103,1652802199.712054
1104,1652802199.812883
1105,1652802199.913568
1106,1652802200.014665
1107,1652802200.115531
1108,1652802200.216374
1109,1652802200.317252
1110,1652802200.417965
1111,1652802200.518987
1112,1652802200.619826
1113,1652802200.720719
1114,1652802200.82162
1115,1652802200.922464
1116,1652802201.02333
1117,1652802201.12401
1118,1652802201.225016
1119,1652802201.325994
1120,1652802201.426797
1121,1652802201.527655
1122,1652802201.628521
1123,1652802201.729388
1124,1652802201.830264
1125,1652802201.931062
1126,1652802202.032001
1127,1652802202.132854
1128,1652802202.233647
1129,1652802202.334604
1130,1652802202.435465
1131,1652802202.536319
1132,1652802202.637151
1133,1652802202.738061
1134,1652802202.838932
1135,1652802202.939584
1136,1652802203.040471
1137,1652802203.141549
1138,1652802203.242389
1139,1652802203.343218
1140,1652802203.444131
1141,1652802203.544987
1142,1652802203.645648
1143,1652802203.746732
1144,1652802203.847603
1145,1652802203.948454
1146,1652802204.049285
1147,1652802204.15019
1148,1652802204.25105
1149,1652802204.351927
1150,1652802204.452875
1151,1652802204.553639
1152,1652802204.654531
1153,1652802204.755386
1154,1652802204.856255
1155,1652802204.956941
1156,1652802205.057994
1157,1652802205.158702
1158,1652802205.259731
1159,1652802205.360587
1160,1652802205.461471
1161,1652802205.562322
1162,1652802205.663199
1163,1652802205.764057
1164,1652802205.86492
1165,1652802205.965642
1166,1652802206.066666
1167,1652802206.167534
1168,1652802206.26839
1169,1652802206.369076
1170,1652802206.470107
1171,1652802206.570999
1172,1652802206.671775
1173,1652802206.772723
1174,1652802206.873384
1175,1652802206.974458
1176,1652802207.075152
1177,1652802207.1762
1178,1652802207.277059
1179,1652802207.377771
1180,1652802207.478802
1181,1652802207.579668
1182,1652802207.680487
1183,1652802207.781388
1184,1652802207.882255
1185,1652802207.983135
1186,1652802208.083999
1187,1652802208.184855
1188,1652802208.285618
1189,1652802208.386588
1190,1652802208.48727
1191,1652802208.588314
1192,1652802208.689189
1193,1652802208.789993
1194,1652802208.890934
1195,1652802208.991611
1196,1652802209.09262
1197,1652802209.193551
1198,1652802209.294404
1199,1652802209.395272
1200,1652802209.496133
1201,1652802209.596996
1202,1652802209.697679
1203,1652802209.798724
1204,1652802209.899598
1205,1652802210.000326
1206,1652802210.101287
1207,1652802210.202186
1208,1652802210.303057
1209,1652802210.403928
1210,1652802210.504755
1211,1652802210.605633
1212,1652802210.706531
1213,1652802210.807401
1214,1652802210.908044
1215,1652802211.009087
1216,1652802211.109992
1217,1652802211.210869
1218,1652802211.311695
1219,1652802211.412601
1220,1652802211.513485
1221,1652802211.614335
1222,1652802211.715206
1223,1652802211.816068
1224,1652802211.916925
1225,1652802212.017866
1226,1652802212.118669
1227,1652802212.219417
1228,1652802212.320314
1229,1652802212.42125
1230,1652802212.522138
1231,1652802212.623004
1232,1652802212.723857
1233,1652802212.824506
1234,1652802212.925622
1235,1652802213.02647
1236,1652802213.127325
1237,1652802213.228196
1238,1652802213.32906
1239,1652802213.429786
1240,1652802213.53082
1241,1652802213.631675
1242,1652802213.73247
1243,1652802213.833394
1244,1652802213.934272
1245,1652802214.03514
1246,1652802214.135992
1247,1652802214.236857
1248,1652802214.337675
1249,1652802214.438604
1250,1652802214.53944
1251,1652802214.640285
1252,1652802214.741009
1253,1652802214.842059
1254,1652802214.942748
1255,1652802215.043839
1256,1652802215.144645
1257,1652802215.245535
1258,1652802215.346407
1259,1652802215.44726
1260,1652802215.548193
1261,1652802215.648871
1262,1652802215.749644
1263,1652802215.850753
1264,1652802215.951412
1265,1652802216.052463
1266,1652802216.153147
1267,1652802216.254181
1268,1652802216.354887
1269,1652802216.455939
1270,1652802216.556614
1271,1652802216.657626
1272,1652802216.758357
1273,1652802216.859229
1274,1652802216.960089
1275,1652802217.061096
1276,1652802217.161819
1277,1652802217.262895
1278,1652802217.36361
1279,1652802217.464595
1280,1652802217.565352
1281,1652802217.666343
1282,1652802217.767115
1283,1652802217.868071
1284,1652802217.968747
1285,1652802218.069652
1286,1652802218.170636
1287,1652802218.271529
1288,1652802218.372385
1289,1652802218.473208
1290,1652802218.57412
1291,1652802218.674777
1292,1652802218.775706
1293,1652802218.876728
1294,1652802218.977587
1295,1652802219.07848
1296,1652802219.17933
1297,1652802219.280207
1298,1652802219.381084
1299,1652802219.482018
1300,1652802219.582807
1301,1652802219.683677
1302,1652802219.784529
1303,1652802219.885351
1304,1652802219.986261
1305,1652802220.087146
1306,1652802220.18801
1307,1652802220.288862
1308,1652802220.389644
1309,1652802220.490601
1310,1652802220.591485
1311,1652802220.692138
1312,1652802220.793201
1313,1652802220.894111
1314,1652802220.99494
1315,1652802221.095811
1316,1652802221.196662
1317,1652802221.297551
1318,1652802221.398397
1319,1652802221.499278
1320,1652802221.600145
1321,1652802221.700842
1322,1652802221.801657
1323,1652802221.902744
1324,1652802222.00361
1325,1652802222.104428
1326,1652802222.205338
1327,1652802222.306197
1328,1652802222.407075
1329,1652802222.507943
1330,1652802222.608618
1331,1652802222.70963
1332,1652802222.810495
1333,1652802222.91135
1334,1652802223.012094
1335,1652802223.113134
1336,1652802223.214004
1337,1652802223.314879
1338,1652802223.415743
1339,1652802223.516563
1340,1652802223.617499
1341,1652802223.718257
1342,1652802223.819198
1343,1652802223.920076
1344,1652802224.020702
1345,1652802224.121626
1346,1652802224.22267
1347,1652802224.32355
1348,1652802224.4244
1349,1652802224.525138
1350,1652802224.626143
1351,1652802224.726784
1352,1652802224.827878
1353,1652802224.928698
1354,1652802225.029592
1355,1652802225.130466
1356,1652802225.231116
1357,1652802225.332216
1358,1652802225.433067
1359,1652802225.533945
1360,1652802225.6348
